ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
GIN,Guinea,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,10096.90625,11154.02832,12039.62598,12549.21191,12955.79004,12011.25781,12442.30469,12694.79395,12380.82129,12443.24219,12278.32813,11889.91113,12458.42383,12682.18164,12767.05566,13313.45703,13655.43359,14721.58887,14277.50781,15213.21094,15001.39258,15629.43262,15450.83496,15904.33105,16014.22754,16279.49414,17092.97656,17451.03125,18235.11133,19614.33203,20216.06641,21231.88086,21774.95898,21917.61914,23101.67188,24345.81055,25592.77344,27978.94141,25406.97656,25570.50781,23858.85156,22201.0918,20806.76172,19999.57422,17673.24023,17019.21094,17412.66211,18078.73438,18268.78711,18717.38477,17983.43164,20081.26172,21373.23438,22147.01953,22904.25781,22469.62695,23573.99023,26217.11914,29231.55273,27716.76563,29424.21484
GMB,Gambia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,905.4055786,856.2052612,872.8352051,921.1185913,1025.294678,1146.87793,1170.987793,1170.149292,1252.759033,1225.77832,1400.34668,1398.751709,1414.541138,1531.618652,1615.095703,1701.64502,1674.872559,1701.509033,1800.255127,1737.310547,1741.974243,2067.785889,2223.189697,2140.021973,2198.163086,2283.366943,2386.59375,2406.961182,2485.350098,2577.463379,2681.446289,2769.12207,2806.461914,2920.473145,2934.484375,3022.70752,3101.210205,3155.348145,3177.657715,3459.830078,3732.271729,3872.300537,3696.459229,4086.488281,5070.016113,5467.037598,5065.740723,5218.326172,4941.669434,5088.536133,5308.796387,4767.947754,4880.271484,4782.594238,4615.191406,4728.460938,4636.083008,4852.904785,5439.865234,5678.666504
GNB,Guinea-Bissau,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,505.8985901,537.6730957,545.5311279,594.2491455,610.2851563,643.6079102,591.7664795,684.2957153,723.4018555,798.8259277,872.4355469,846.6148682,907.0672607,891.3861694,849.479187,1015.640198,1097.622803,877.8858643,1024.135864,966.27771,929.0267334,1045.014893,1078.385254,1074.640869,1078.494751,899.8764038,1239.756104,1286.906006,1469.021973,1467.411987,1531.162964,1572.719604,1225.63916,1473.261841,1662.869751,1702.116089,1799.730835,2083.164795,1750.017578,2014.518555,1972.812622,2013.129883,1968.038086,2000.423218,2088.691895,2115.20874,2083.408203,2095.004395,2098.109375,2075.034912,2209.685791,2405.58667,2338.329834,2372.929199,2432.690918,2871.159668,3146.682617,3486.708984,3438.911621,3581.914795
GNQ,Equatorial Guinea,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,288.5630188,295.3439941,304.0523376,345.1828003,348.1683655,378.436615,420.8884583,473.1834717,505.1386719,531.2325439,545.8037109,570.4934692,585.013916,625.7094727,646.5144043,690.4467773,691.147644,743.6503906,699.4307251,661.5856934,700.7744751,726.3930054,769.213562,800.9959106,803.609314,912.5856934,856.5847778,906.4575195,953.5294189,946.1168823,986.2372437,1049.744263,1085.481934,1080.231567,674.7033081,1007.40802,1772.86438,3348.169189,3343.954102,4482.882324,6059.501465,8552.649414,8458.219727,9770.229492,13566.69238,19863.49219,20443.29102,24299.50781,32324.81055,24379.97266,33144.82813,42291.31641,44369.92188,41259.10938,40802.05078,31409.3418,28092.7168,32178.89844,35075.27734,33078.69922
GRC,Greece,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,26709.21289,26353.30859,30117.87305,30702.35938,32718.56641,35512.21094,38242.34766,40359.74219,41869.15234,42307.99219,48165.32031,47692.20703,53856.77344,57765.76953,64144.23438,69388.70313,73166.42188,78243.60156,87342.02344,95914.69531,103868.4063,114498.7188,122382.4375,114527.0547,122410.9609,129775.8984,131956.5625,141341.8906,143539.6406,145527.8906,145794.5938,142375.7031,140807.4844,143784.4219,150588.1406,158217.7656,157192.9219,168537.6406,176550.0625,178151.6094,191429.0313,192733.0313,196848.6406,207605.0156,214878.6406,220574.3281,240673.9531,255861.625,262171.2188,273905.7813,284401.3438,297745.125,302168.0625,317179.75,320625.9688,346782.5,348773.1875,356578.375,350554.25,321649.6563,290582.9063,275916.1563,278327.6563,273827.875,278531.2813,274133.375,279853.4063,280591.5625,286884.5313
GRD,Grenada,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,184.6116943,195.1947784,216.448349,231.3013916,195.7786713,228.9534149,247.9947815,227.7798004,258.4315491,250.368866,259.9150391,241.1931,260.7752991,280.2331848,310.1135864,314.5487671,324.8358154,390.070282,391.2408447,438.7976074,451.5119324,486.4698486,563.0654907,518.8309937,569.8460693,600.4707642,691.4082642,661.0829468,713.8039551,739.7992554,774.9839478,649.6575317,721.4914551,631.1306763,820.2398071,923.9831543,927.9996338,1011.656128,1062.147217,1036.77771,1110.746948,1191.636841,1217.267944,1264.7323,1375.51062,1426.233276,1512.729614,1570.981445,1670.022461,1732.567383
GTM,Guatemala,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),7084.10498,7117.118164,7340.518066,7645.672852,7790.962891,7825.634766,8321.868164,8740.530273,9296.584961,9835.019531,9883.572266,10524.11133,11052.66113,11775.41992,12178.15527,12621.64844,13393.4707,14014.17871,15143.81152,16002.9502,16942.49414,17703.07813,19034.56055,20082.25,20775.60352,21357.5293,22459.46094,24367.89258,25438.6543,26841.82031,28066.30469,29041.26758,28741.00977,28919.64063,29404.50781,28908.47656,30450.94531,31472.66406,31715.62891,34501.375,36793.66016,39403.49609,40712.19141,43261.77734,45445.28125,48855.06641,50298.45313,52913.91406,56044.58203,59164.28516,62032.45703,65744.46094,68518.57813,71287.85156,74373.67969,77959.33594,82821.24219,88941.64844,92790.5,96027.89063,100940.4141,108414.2891,115119.75,115912.5234,118285.75,125267.4609,126015.6563,126997.0156,131576.8281,137257.5313
GUY,Guyana,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,2553.852295,2598.030762,2569.833252,2665.263184,2805.996338,3156.205078,3297.486084,3151.694092,3025.552979,3024.062744,3060.639893,3104.730957,2678.319336,2522.370117,2401.936523,2335.612305,2330.626221,2383.373779,2245.274902,2142.433594,2161.672607,2215.703613,2386.641846,2580.928711,2690.378662,2789.812012,2948.250977,3151.720215,3106.320801,3190.27417,3316.467285,3610.276367,3769.104004,4177.496094,4721.428711,5051.48291,5558.626953,6043.221191,6395.870117,6326.749023,6465.171875,6901.962402,7183.974121,7448.263184,7531.516113,8422.819336,8563.011719,9448.242188,9740.989258,10306.14746
HKG,"China, Hong Kong SAR",cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,16585.85352,17410.09766,20184.1543,22848.87891,24818.21094,28170.64063,29687.83789,30761.51367,32528.78711,36112.14063,39639.27734,42563.24609,46796.23438,52324.80078,51538.50781,52234.07031,59820.96094,66559.86719,73187.07813,80461.88281,85216.11719,89737.66406,92609.79688,98422.30469,107337.2578,105077.8906,116807.4141,134916.375,142004.8438,154091.7656,168897.625,186105.7344,194063.875,211853.4375,234146.0625,233078.8906,242067.7656,261447.25,261618.7813,264161.125,291740.9063,310726.375,328465.125,331293.8438,376460.4063,368228.7188,370590.4688,390429.9063,347555.0313,335559.375,356225.0938,356800.125,374146.8125,421796.3438,370459.1875,368404.4688,386772.4063,364783.25,403825.625,408095.8125
HND,Honduras,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),3313.787598,3392.108887,3414.796631,3689.082031,3433.177246,3489.495361,3924.843018,3998.053955,4193.414063,4316.575684,4234.461914,4458.956055,4755.066895,4871.276367,5171.99707,5590.810547,5826.993164,6106.82959,6571.328125,6588.888672,6771.353027,6893.229492,7330.08252,7861.166992,7533.015137,7750.306152,8856.094727,9921.892578,10642.32031,10863.51465,11004.41895,11280.51465,11443.01367,11405.33496,11989.33203,12228.01855,13120.78223,13762.76367,14805.20703,15284.52539,16255.96582,17140.75391,17565.37695,19006.58398,19501.07227,21714.26172,20730.44531,21467.04688,22172.52344,21810.59375,23186.04688,23605.61523,24876.33984,26199.80664,27818.62891,30465.35742,31598.11719,33763.05078,31970.90039,32598.10742,34305.16797,36799.46094,38980.29297,37776.90234,40368.01172,45304.06641,48562.39063,50416.55078,51435.71094,53133.13281
HRV,Croatia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61448.64453,48889.17969,42979.73438,39661.89063,42912.39453,45134.32031,46216.11328,50406.25391,52367.85547,53710.77344,57319.82422,59924.24219,64821.6875,69760.78125,72101.77344,76529.875,84613.3125,92066.94531,96566.61719,93596.97656,91728.22656,94327.14063,93971.77344,89917.34375,89231.74219,94516.1875,98182.5,106076,104501.375,108094.8203
HTI,Haiti,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,5822.237793,5696.336426,6092.293945,6031.419434,5972.013672,6020.394531,6047.241211,5950.159668,6118.900391,6325.173828,6581.10498,6782.108398,6914.337402,7299.166992,7941.936035,8070.725098,9134.853516,9422.412109,9805.415039,10448.7041,11102.38281,10689.13086,10184.48047,10461.52051,10619.62402,10558.8457,10829.64648,11157.89844,11346.02148,10659.73828,11037.1377,11160.49219,10740.33008,10661.60645,9291.271484,12178.75293,14073.46973,14576.13867,14486.66309,16283.12695,19326.93164,18774.48242,18774.22656,19105.92578,18115.07031,18327.91406,18096.48438,19810.2168,18416.26758,19092.31055,18661.08203,18776.06055,18823.07813,19027.16211,19573.55273,20587.1582,19963.05859,18162.32227,17630.13086,17676.76563
HUN,Hungary,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,57845.71094,62146.58984,63984.73438,66670.92188,69897.05469,73451.46875,80342.15625,89894.21875,100756.4375,108306.2891,117528.4688,119069.3047,120258.4844,118799.0469,119036.9219,119188.9766,123970.5859,131785.1719,133048.4844,137056.1719,135683.5156,122966.1094,123769.8047,131208.7344,138047.0625,139392.375,141797.4844,142964.75,146050.5,149097.1094,159433.6094,169199.6875,178981.7813,185156.4219,184182.2188,196620.25,203479.1719,206131.1875,215919.7656,216478.5781,226659.2188,228587.6094,225018.4688,227322.4063,232389.7656,244542.4531,248148.9219,261819.4688,271111.4375,284589.5
IDN,Indonesia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,132177.875,144871.4063,136917.0156,126129.8281,120190.7188,140324.5,118230.9766,125849.7188,131599.0625,134252.2813,143915.6563,155323.5625,173842.5781,199273.4531,226182.7969,236425.2969,256119.0156,275220.1563,300207.4688,328135.9688,366509.75,397277.9063,404497.7188,434782.4688,456700.5313,468018.8438,476154.1875,494220.4375,512550.7813,567374.375,641637.25,691197.3125,752054.25,794267.3125,851282.75,926213.0625,999373.1875,1018186.313,824924.875,834699.5,811589.375,832004.625,851119.375,861196.1875,941024.1875,1035490.875,1143613.75,1273085.25,1525991.5,1693628.125,2000498,2425952.5,2596155.25,2627955.5,2673558.25,2654915,2692362.5,2816072.25,3003736.75,3120405.75
IND,India,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),358789.2188,372340.4063,384929.4063,406354.375,422968.3438,430654.4063,447109.9375,448314.25,480169.6563,484695.4063,522233.6875,542261.0625,566382.375,602449.5625,644214.5625,634524,635244.375,687076.875,719395.0625,793896,805719.0625,838611.625,865521.8125,912842,912713.625,1002495,989806.875,985823.375,964505.6875,896979.6875,925823.9375,919979.875,901673.8125,927745.875,926311,945219.125,988125.5625,1040215.063,1123940.25,1205336.875,1283709.625,1324646.375,1398622.875,1471519.375,1554786.25,1682469,1814061.25,1893257.5,2047888.25,2197551.75,2305846.25,2437321.25,2579105.25,2812778.5,3072820.25,3538031.75,3942002.25,4394168.5,4668518,4983383,5737298,6227856,6760591,6794392,7053125.5,7413799.5,7806553,8284343,8881577,9142121
IRL,Ireland,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),16794.14648,16539.26563,17384.13867,18069.44141,18295.17969,18698.26367,18422.23828,18282.39648,18186.86719,18885.00195,19165.02344,20321.41992,21484.83398,22482.78906,23158.30469,23624.55273,24164.64063,25865.28516,28008.33008,29444.94141,29939.96875,31007.82031,33497.21484,34974.65625,34249.42969,36006.23047,37691.40625,41409.83594,45238.30859,46953.94531,47779.48828,48300.05859,49393.76953,48809.8125,49874.17578,50434.16797,52755.46875,55538.25391,58144.29297,62818.66016,66490.85156,69180.6875,72060.92969,76375.38281,82071.625,92637.83594,99234.57813,114504.7891,131039.2109,143131.7656,162843.9688,176133.125,198053.7031,211510.0938,222137.0938,241789.5781,252587.9844,270291.1875,249439.0625,239864.4531,243393.8594,247906.875,253863.0938,249573.5156,266563.6563,356098.9688,383632.2813,412625.75,438976.3125,496383.5
IRN,Iran (Islamic Republic of),cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,49512.44531,53708.50391,61852.10156,69003.49219,77066.00781,82184.10938,86019.875,84965.54688,90315.39063,96791.04688,103697.7578,112263.9688,129408.2969,140344.0625,146868.7656,171456.6406,181498.1094,212321.0469,228073,293109.6563,280969.4063,302861.7188,340012,240710.7656,227190.7344,155814.9063,140463.6875,172940.6406,178926.1719,167427.3125,161430.2969,145591.2188,154466.1875,141993.5313,155533.3906,185686.8125,215022.0156,236886.7344,299866.0313,316709.0938,325798.4688,393428.8438,415468.7813,424279.0313,480027.1563,530211.8125,604201.3125,704034.4375,781507.875,893778.0625,1049600.25,1122143.125,1271763.25,1271910.75,1313151.875,1398690.375,1490460,1278926.25,1220548,1193053.5,1053756.625,1093335.125,1132717,1076344.375,1087768
IRQ,Iraq,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,44136.01172,46683.37891,51731.39453,63205.73828,74767.08594,85928.67188,99489.78906,82028.57031,97596.82813,122601.9063,126178.8594,119339.2031,115313.9844,100321.3281,98435.42188,100417.0391,108291.4141,128264.4297,133265.125,119251.8203,118903.6563,40333.86328,50527.26953,75158.33594,70559.03906,57667.55859,86233.86719,105124.1797,141404.2969,165322,170219.4531,175717.0156,165768.3594,106302.8047,164645.6563,176078.8906,196921.5625,224880.5,271577.8125,319783.6875,376352.3438,462765.8438,529122,549337,497418.8125,371803.4688,361334.9063,432711.4375,445490.75,458890.1563
ISL,Iceland,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),1359.860229,1331.621094,1325.70813,1540.052368,1699.421875,1919.556519,1922.028442,1926.280762,2154.02832,2218.510254,2184.578613,2272.669678,2401.29126,2715.378174,3054.364502,3338.782715,3592.849854,3482.576416,3220.277344,3390.448975,3649.619385,4386.493652,4344.928711,4825.140625,5041.572266,5107.490723,5115.694336,5758.036621,6013.323242,6247.712891,6538.605469,6814.258301,7135.195313,6489.399414,7151.576172,7191.255371,7811.291504,8676.522461,8880.464844,8469.691406,8292.40918,8524.12207,8078.43457,8136.310059,8460.474609,8401.24707,8543.216797,9458.5625,10110.42188,10858.8916,10719.68066,11245.53809,11256.79004,11187.49414,11770.04492,12334.59668,12338.64648,13109.73242,16436.06445,14412.26855,13207.2002,13548.38379,13963.73926,13973.07031,14245.26367,15465.11328,16103.70898,16667.5918,17066.48047,18182.48047
ISR,Israel,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),6253.920898,8184.39502,8122.475586,8281.423828,9881.837891,11227.45801,12499.90332,13494.0625,14748.05469,16634.92578,17028.88672,19104.27734,21240.27148,23783.10352,26042.58008,26260.41016,29282.17773,29670.4043,31308.06445,36261.87891,40962.85547,45892.40234,51139.06641,55159.88672,56601.22266,59543.84766,59596.14063,59528.34766,62101.53516,64182.93359,65070.42578,68988.89063,71436.29688,74549.84375,75543.76563,77818.22656,83226.125,90096.65625,93570.125,92734.83594,100253.1094,110354.9766,118411.0859,124391.8203,133320.5313,143054.7969,152215.2969,162745.1563,173546.1875,184338.75,202848.4844,206653.2344,209240.0156,201828.2969,202175.9375,203529.1719,208652.125,212543,210671.3906,226310.8594,237184.4688,247550.125,260715.2031,273860.0938,278471.4375,295727.9688,316824.7188,321337.1875,320642.8125,329783.3125
ITA,Italy,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),214976.9219,233771.1719,243274.6563,262611,273421.0313,291161.9375,302123,315015.8125,331895.3125,355380,384018.2188,415976,442910.4688,463448.3438,476457.7813,490878.7813,520583.4688,560840.125,599277.375,636556.875,723978.5625,743495.6875,781141.9375,844062.6875,895254.0625,888659.625,975801.5625,1025202,1084275.375,1179827.625,1255948.5,1233826.75,1222152.75,1208704.5,1220664.125,1239349.125,1319853.5,1381472,1443599.625,1503608.5,1560592.5,1620042,1640422.25,1635997,1688224.5,1757125.625,1780400.875,1863262.75,1961918.75,2019488.125,2079217.5,2083527.625,2061795.875,2066060.125,2075456.75,2150774.5,2237071.75,2331643.5,2355021.25,2283375,2297156.75,2342594.25,2291133,2230667.5,2205981.25,2239249.5,2357509.5,2436383.25,2453526.75,2462820
JAM,Jamaica,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,4966.192383,5521.012207,6042.924805,6695.879395,7547.157715,7764.789063,7986.382324,8249.334961,8658.573242,8893.768555,9607.082031,10108.45117,10409.25586,10652.11523,10783.23047,10923.97754,11393.42676,12960.70508,13415.17285,14765.11816,14954.84863,14381.47168,14131.18848,13315.54395,12596.59766,11942.34375,10939.58887,9730.053711,9580.865234,9607.44043,10076.25977,9704.532227,8726.623047,9578.209961,10520.61719,11053.80762,11206.63672,11982.77148,11699.49414,12532,13388.66016,13584.85645,13701.42969,13870.18066,13945.87207,14513.99902,14975.48242,15308.61523,15258.08691,15328.76172,16881.10742,17243.37891,17897.10938,18972.98828,20309.98242,19811.28711,20537.62305,20797.68359,21036.80859,21740.61914,22458.24805,22471.25977,23178.79688,23547.22266,23969.08789,24872.16016,25149.85742
JOR,Jordan,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,1507.38623,1261.751099,1754.263672,1851.003296,2144.076172,2462.668457,2540.569092,3081.834961,3247.448486,3456.398926,3975.996582,4510.508301,4768.687012,5443.945313,5519.653809,5704.362305,5199.085938,5180.472168,5565.068848,5256.548828,5094.870605,4762.645508,5492.168457,5512.480957,7041.912598,7773.403809,8689.362305,8756.103516,9435.138672,9838.209961,11473.55957,11455.75098,12171.73633,14387.20605,15129.97559,16219.28906,13430.47461,13908.5,14350.05859,15042.10938,15436.49805,16769.56641,16870.70508,17508.21875,18675.36523,18450.57031,19848.21094,21283.96875,23397.05273,25034.85352,31041.86328,36316.58203,42995.05078,49399.75391,59892.99609,72376.0625,75978.16406,87743.29688,93357.16406,93302.85938,93512.94531,96148.50781,96413.95313,103539.7813,108232.5703,109624.8125
JPN,Japan,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),236721.0938,263308.3125,292238.5625,307397.4375,323044.3438,348957.0625,372289.3125,398755.125,431091,470748.5,528216.8125,586466,645799.5,699231.9375,778516.75,829537.5,917989.4375,1016845.313,1148293.125,1291699.625,1432025.75,1523471.875,1663832.5,1789254.375,1771706.375,1872699.625,1988845.375,2118972,2273140.75,2414159.75,2548291.25,2540813.25,2518343.5,2466689.75,2463180.25,2537180,2719454.5,2880165.25,3165407.75,3380809,3603326,3842419.25,3971507,4094282.5,4197875,4390486,4586968.5,4628748.5,4590118.5,4601339,4773671.5,4745877,4760926,4836805.5,4963387,5122408.5,5172914,5251424,5153072,4895520.5,5106856.5,5018330.5,5032415,5069363,4981642.5,5137546,5034888.5,5048890,5000225.5,5031850
KAZ,Kazakhstan,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198134.4375,193597.9219,197804.7344,145624.8125,115454.4219,97882.21094,95384.64063,89603.82813,84135.46094,81127.4375,92880.82031,104849.5469,111734.8672,126366.9141,145375.6719,174045.5156,211381.0938,245724.9063,284270.8125,274714.4688,322726.25,400769.4688,414614.9375,435358.2813,457908.2188,416136.1875,406131.9375,471400.5938,485647.5625,520080.2188
KEN,Kenya,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),9688.041992,11238.06641,10494.13184,10148.68457,11195.8418,11808.58887,12164.73047,12705.98047,12981.1377,12575.31152,13411.48633,13480.34473,14838.76172,15181.08203,16543.92969,17478.11328,19310.54883,20256.55859,20272.02734,21643.48438,20033.95508,21775.41602,24028.61328,24583.90625,26905.13477,27036.74023,27575.5625,30901.90039,33445.09375,33209.32031,34815.35156,35620.42188,37078.27344,39303.01563,41973,43214.53516,46956.46875,47581.00781,50555.73047,51357.85547,54524.62891,55857.03516,54476.82031,57691.77734,66566.08594,64419.26953,67268.46094,68183.09375,68354,69105.92188,68053.65625,70829.98438,69119.96094,67801.76563,70827.98438,76311.29688,84246.10156,89931.00781,93227.5,99529.63281,109700.8203,118986.8672,128188.625,137929.7344,152614.1875,168838.3125,182326.9688,203140.0781,212304.0469,223246.2344
KGZ,Kyrgyzstan,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34252.38672,33915.86328,26859.0957,23023.39844,17566.97852,14869.39453,14678.33105,12052.58203,11002.14258,10782.16211,10697.9375,10585.20605,10654.1377,11610.31738,12276.46777,12561.18555,14541.33984,16509.04688,19210.51172,19415.84961,19429.1875,24064.75,26412.47656,28228.1582,41415.85156,28523.42969,31630.04102,37360.60938,39811.78906,39531.11328
KHM,Cambodia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,12739.8291,13941.99805,11747.00098,9434.658203,8589.329102,8230.323242,8158.386719,6990.404785,6978.071777,6104.128906,5913.749512,5855.605957,5846.166992,6124.137207,6389.803223,6680.407715,6964.584473,8359.170898,9470.832031,10154.86133,10333.47852,11261.63574,14300.69824,12791.2207,14353.98438,15867.06543,15134.46973,15530.66016,14987.50879,16145.62109,17422.73047,18713.23438,20077.31641,21649.82617,22978.93945,27372.0332,29084.62891,32457.28125,35796.97266,33896.04297,35874.61328,39147.50781,42707.30859,46617.36328,48224.90625,54406.70703,58696.14453,63252.04688,69228.54688,74427.92188
KNA,Saint Kitts and Nevis,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,169.4649048,180.2906342,190.6567993,197.9037933,199.3355713,205.660553,222.2385864,225.0373688,246.9274292,268.0559082,281.9736633,297.0920105,290.9863281,301.7747498,327.3456726,323.0504456,361.9741211,395.322052,381.4061584,408.7854614,420.0177002,449.2437439,435.1438904,431.0953979,491.257843,494.2313843,562.9570923,532.8763428,567.9003296,646.8569336,763.5943604,471.0921631,550.8981934,587.2210693,669.28302,828.4472046,808.6065063,832.8233032,949.4952393,944.1512451,958.1633911,1024.284668,1002.923462,1013.103577,1086.390869,1039.211182,1022.593628,1111.704102,1175.191772,1223.573364
KOR,Republic of Korea,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,24681.03906,25566.36133,27445.58398,28012.34766,30511.48828,31856.4043,32308.12305,32588.54688,35297.32031,35940.86328,39955.03516,43477.70703,45844.82813,52228.98828,55379.45703,62089.39844,70803.39844,76988.67969,90903.6875,102549.7969,124734.2891,147291.9219,170592.7813,185410.1406,201867.8594,220490.9063,230542.4375,215315.375,228231.375,246584.7344,277449.875,303881.6875,320048.6875,372965.8125,429896.3125,490412.5,541911.875,604407.875,692206.6875,746185.5,817945.0625,917215.4375,1016816.75,1123965,1111064.875,987286.4375,1099547.25,1201641.875,1236126,1338375.75,1392264.5,1479112.25,1581886.875,1642122.125,1729750.75,1717246,1681452,1784489.75,1764806.125,1789598.875,1740677.875,1805884.875,1947442.5,2012039.875,2088576.875,2112982.25,2156917.25
KWT,Kuwait,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,70816.48438,77026.27344,79564.32813,81824.59375,89347.17188,77205.94531,85189.23438,82077.84375,86804.89063,110484.25,90312.78125,75887.00781,68817.76563,70473.20313,71533.08594,67603.85156,54952.64063,65816.78906,57831.58594,66124.64063,48356.10938,27097.17773,58400.55078,72090.34375,75302.47656,75053.33594,79648.17969,79626.44531,83817.24219,80413.53906,91391.85156,82312.84375,89743.73438,111016.8516,137713.2344,177350.2656,213050.0938,226826.4219,271607.5625,200044.5625,220452.6094,282567.375,313322.125,300994.375,282756.3125,209300.5938,204340.2656,228240.4688,265175.4688,253742.5938
LAO,Lao People's DR,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,2004.700195,2102.880127,2173.361816,2352.404297,2436.73999,2602.626221,2672.241455,2625.901367,2660.712402,2574.071533,2849.477783,3296.505127,3571.118408,3836.052979,3756.46875,4205.015137,4406.111328,4545.574707,5033.682129,5640.758301,5820.265625,6019.307617,6231.490723,6574.063965,7171.182617,7647.443359,8399.549805,8946.523438,9086.912109,9974.402344,10113.16211,12009.41895,13555.57422,13687.95898,14800.6748,15706.3623,19063.95117,21490.56055,22815.86133,25665.69727,27206,31094.10547,37598.90625,40821.93359,43624,44275.21875,47269.51953,50523.75391,51718.09766,54361.5
LBN,Lebanon,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,16574.0293,18080.61523,20013.15234,21440.06836,21032.67188,14511.10254,6174.775391,13419.16211,12164.99414,14302.41797,15158.58594,15044.13086,10082.3623,14525.88184,17436.32617,22803.89453,19889.48047,23395.58398,15708.59473,8912.709961,12800.62207,18710.19922,14006.88672,13488.38184,14170.30566,14615.17871,14692.09766,11960.5625,14765.54395,18274.30469,20589.7832,23366.83594,31152.08984,37956.64453,48300.80469,60946.22656,60071.71094,65707.82031,72627.75,83379.61719,86591.34375,81873.3125,83962.42188,87875.04688,92958.91406,98642.96875,106007.9688,108713.7578,106982.5234,101815.1719
LBR,Liberia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,2060.642822,2223.135742,2457.466064,2637.523438,2745.295654,2938.871582,3120.61084,3283.745361,3434.476318,3602.445801,3728.568604,3421.892822,3735.598145,4003.890137,4192.192383,3501.265869,3796.008057,3307.998291,3320.448975,3368.935791,3298.949951,3247.599365,3180.312012,3346.56958,3418.326416,3538.484375,1863.64563,1714.25354,1113.605225,725.0073242,559.1755371,546.6833496,526.4797363,1119.469238,1520.653931,1810.134155,2841.230957,2475.013672,2527.329346,1843.653076,3522.812256,3312.850342,3158.965576,3013.874268,3282.24707,3257.202393,3332.465576,3456.036377,3638.527832,3858.288818,4390.457031,5345.725586,5773.904297,6477.025391,7681.300781,6232.748047
