ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CAN,Canada,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),176409.8125,182325.5156,199436.0313,209610.9375,208320.7813,224663.3594,242715.3906,248109.0781,255517.3594,265259.3125,268950.4063,280358.5938,300346.375,317077,338549.8125,358850.9688,384657.9688,396579.6875,419136.2188,440169.5,453304.1563,477614.625,504324.6563,541707.75,555181.6875,563524,596033.3125,612469.3125,637106.5625,664773,674516.8125,694192.75,678507,703206.375,749878.875,782136.75,786099.375,838529.25,879470.8125,916148.625,916712.6875,886165,914976.8125,922622.9375,966036.8125,1007308.938,1027124.688,1076914.75,1108916.625,1194051,1274288.625,1265665.125,1279848.5,1329148.375,1389285.25,1475052.625,1494874.875,1522060.875,1570433.75,1437729.25,1520259.125,1608678,1609344.875,1662328.375,1723923.75,1682114.625,1701894.625,1796296.5,1834875.75,1862070
CHE,Switzerland,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),80791.86719,88299.20313,88759.66406,92451.41406,98463.03906,105341.3828,113187.7188,117480.1875,113750.7891,122554.2266,130307.9453,140495.9063,148575.2656,155650.625,164851.3906,168636.0781,172956.6875,179028.6406,185830.3281,196518.8594,210305.1094,219286.5938,226387.3281,231912.3438,234041.2656,213621.2656,210603.4531,214214.6094,217319.8594,224135.0156,232879.3281,231541.8125,231994.5,234491.6406,236619.7656,243796.5156,255714.7031,258957.125,264832.1563,278008.9688,291499.9375,290979.5625,291117.5625,294833.0938,303237.8438,305796.5938,308436.6563,324615.5,340304.75,351567.5938,357292.5313,356670.1563,360320.3438,363792.8438,376796.1875,401113.9063,433362.4375,473979.375,495167.8125,492924.5313,505388.2813,550140.1875,570087.625,562270.9375,572521.1875,595404.625,611732.4375,622558.4375,633632.75,644661.75
CHL,Chile,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,29986.09766,32608.26172,33544.91016,35848.53906,34937.56641,34199.19531,37692.73047,39324.66016,38755.03906,41185.13281,40270.02344,50875.77734,52632.92578,54260.83984,52509.61328,59015.44141,62846.36328,64667.00391,69119.89844,69343.375,78507.66406,78520.03906,75862.53125,71841.61719,60991.58594,63465.3125,69322.19531,74456.91406,80128.82031,84871.9375,89147.48438,78338.0625,76019.79688,78356.78906,78833.75,82323.39063,88219.3125,96949.625,106136.8203,108250.5859,116360.1484,131699.375,139511.0625,151614.4375,172774.7813,179229.9844,183434.3594,182242.5313,174953.5313,182182.8438,181650,183400.3281,190324.9219,211263.7969,235470.7188,275870.0313,296941.2188,287520.5,295533.5313,339607.1563,375559.625,397502.75,409340.2813,414932.2188,415055.9688,410438.0625,422309.0313,436824.4063,441291.0938
CHN,China,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,576916.1875,650393.5625,602422.25,661626.0625,705842.8125,729378,745099.0625,709001.1875,668069.375,569134.875,616336.3125,691066.4375,778861.8125,861736.1875,887917.125,916764.625,891927.625,978135.75,1098888.25,1204924.75,1168375.5,1269198.75,1300513.375,1363548.875,1307677.375,1402558.375,1614265,1694557.5,1730788.25,1747576.875,1877716.5,2019268.875,2283150.75,2599232.75,2680800,2819141.25,2997361,2995211.75,2925998.75,3078153.5,3368570.75,3673161.25,3932516,4310805,4589980.5,4769033,4791249.5,5090989,5517329,6042161.5,6659621.5,7292070,8149844,9151640,9971915,10874190,11516746,12460865,14093089,15149280,16314193,16716764,17440318,18058634,18619490,19687162,19634244,20118076
CIV,Côte d'Ivoire,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,5806.906738,6167.347168,6618.006836,7545.346191,8746.913086,8363.174805,9434.416992,9992.787109,11434.15625,12540.00391,13937.85938,14839.31641,15527.04395,16378.47949,17550.04102,18256.3457,20514.95508,22013.13086,24126.29492,24388.56445,21669.91406,22778.42188,23479.60938,23925.53711,24622.16602,27757.12109,28785.43555,28032.2207,28706.35938,31672.23633,29325.8125,29958.10938,31431.20508,30968.13867,30510.99805,35083.27734,38009.14844,38036.88281,39143.3125,38691.21094,38126.87109,38267.16406,37770.15234,41759.80859,39515.32422,39194.83594,40940.58203,43142.11719,45659.67969,50381.76172,57398.06641,61031.65625,71601.4375,80165.71875,91759.30469,105591.1016,108116.3203,111163.0391,120858.9297,129436.7891
CMR,Cameroon,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,7993.597656,8281.427734,8346.206055,8895.993164,9203.999023,9721.759766,10227.07129,9361.222656,9789.192383,10425.49316,10848.99219,11027.9873,11576.05566,12009.83008,12233.09082,12692.07813,12074.52051,13638.60938,17030.04688,17911.18945,19953.19141,22548.61719,25696.91406,29388.07617,33034.87109,35038.5625,33998.51953,33640.375,32987.14844,32023.16406,30936.77344,29146.63672,30058.76172,30926.82227,29735.69336,32912.05078,34954.36719,36324.6875,38009.41797,39710.80859,41318.92188,42153.48047,43786.63281,46423.97266,47681.10938,49742.41016,51292.47266,53926.10938,56957.54688,57218.48047,59450.03516,63415.03906,67465.125,70340.74219,74465.67188,78205.15625,83063.32031,86504.78906,90957.34375,94377.69531
COD,D.R. of the Congo,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),25129.19141,29593.24219,31835.04102,36095.20703,37282.20313,39765.77344,41089.20313,40721.85547,40695.80078,40627.30469,43226.07813,36698.48438,45353.79688,43680.74219,39646.36719,45398.47656,48721.25781,44894.52344,48745.47266,54485.86328,56346.75781,56148.53516,54297.73438,59747.5,63807.1875,52158.03125,47051.35156,49160.67188,48255.09766,55169.57422,57487.95703,55201.98438,56492.86328,57911.83984,66242.66406,63984.80469,60079.86328,58594.24609,62968.73828,64602.06641,50509.15625,41150.36328,53841.53125,42064,30943.44922,32198.46484,28766.52148,29605.44922,26837.74805,27913.23438,25223.85352,25224.07813,26252.96289,28494.42969,31464.0293,34629.80859,37729.11719,40223.16406,39864.32031,40940.07422,45815.82813,49814.45313,52962.13281,58419.58984,65085.85938,71937.15625,83444.02344,81936.23438,84815.5,88514.07031
COG,Congo,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,1149.99353,1118.537231,1538.045532,1727.793335,1844.755493,1830.551147,1734.334473,1781.749268,2046.438477,2257.908936,2567.303223,2901.489014,2907.724365,3439.197754,4211.347656,3974.062256,4192.286133,4240.910156,4181.506348,4833.080566,4758.429199,3866.568604,4350.610352,7296.459473,8555.005859,8714.474609,5809.364746,5784.252441,5405.843262,5497.766602,6391.178223,6584.563477,5671.371094,5511.085938,5292.594238,5087.60498,5738.333008,5443.978027,4575.759277,6141.030273,8971.407227,8227.46582,8763.032227,9135.615234,11271.12598,15225.375,16624.40625,13525.00977,18349.00781,15366.70117,23256.03711,29486.43164,31664.20313,29418.25977,28522.89844,22507.65625,19394.25977,20824.37109,25870.41406,24495.8457
COL,Colombia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),40697.98438,41317.53125,44301.77734,48209.01953,52677.375,54317.03906,55409.07031,55192.71484,55247.03516,58292.30859,61454.39063,65321.63281,68612.10938,70565.15625,76194.44531,76241.89063,80481.28906,83766.55469,89227.09375,94971.44531,102590.5313,113404.5313,124292.9219,137262.0625,149353.8438,158509.2188,168650.5625,176841.4844,189846.125,196734.5469,207268.7344,208584.875,210563.5781,209927.1406,213511.7344,214395.1563,227804.0781,229374.25,236960.5938,242597.3125,253494.0781,253152.9375,267655.4375,284546.3438,299125.1875,312181.6563,312702.375,318688.5938,310948.5,295168.0938,304057.375,305290.3125,311238.8125,321698.625,337618.7813,362732.375,395723.25,435136.3125,477655,487634.875,534430.6875,599757.375,619333.5625,629133.25,649882.5,651871.4375,648851.125,656700.5625,684661.9375,706174.3125
COM,Comoros,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,330.5561829,360.352417,443.2253113,483.5192566,548.909729,577.8170166,645.828186,720.7591553,691.4356689,680.7391968,786.5523682,825.9007568,849.2129517,903.3321533,915.8761597,987.8920288,985.338623,1030.484619,1049.510986,1130.878296,1248.872314,1223.431519,1328.653687,1361.759644,1572.452881,1605.078735,1795.171631,1799.942749,1751.989624,1663.109863,1611.373169,1566.470825,1628.95752,1579.111938,1447.547607,1712.57373,1651.345215,1711.299194,1577.071777,1595.891846,1547.836548,1720.932983,1770.192871,1764.969727,1756.640503,2005.301392,1988.213013,1611.793213,1736.078125,1772.042236,1718.733887,1915.506714,2101.36792,2183.392822,2248.380371,2308.156738,2450.137939,2552.902588,2656.896973,2746.731934
CPV,Cabo Verde,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,242.8383789,287.0291748,246.210144,206.4036255,223.3524475,235.8641052,296.4043884,333.2534485,371.1139526,407.1299438,463.4967041,490.3009033,503.6376038,509.1667175,517.1428833,435.5406799,440.9454956,419.2984924,459.1898499,476.0505371,510.255188,548.5894775,596.7636719,642.4033813,613.2008057,636.4901123,728.2380371,756.1054077,768.5595703,814.6773682,776.0060425,808.062439,849.6470947,909.3147583,1071.472656,992.0579224,1189.649414,1153.613281,1312.763062,1543.530273,1655.167969,1737.788452,1828.720215,1954.086914,2134.364258,2142.188232,2287.422607,2646.282959,2884.165039,3013.307373,3197.142334,3466.159912,3339.992676,3211.357178,3186.847656,3388.224121,3562.529053,3703.385742,3729.886719,4044.035645
CRI,Costa Rica,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),3239.699707,3337.616943,3786.804932,4564.071777,4757.443359,5171.393066,4995.188477,5338.405762,6036.638672,6043.128418,6489.643066,6458.209961,6985.566895,7404.74707,7778.962402,8620.227539,9160.838867,9672.71875,10328.81641,10891.72656,11835.16602,12392.82324,13217.04883,14038.92578,14317.48535,14787.17578,15978.95215,17850.37109,18714.64844,19464.53906,19463.37109,19295.22852,18082.91602,18407.97461,19775.78711,20317.44922,22545.01367,22519.32031,23158.62891,24720.83984,25622.74414,26289.37891,28763.84375,30744.34375,32417.60352,33771.13281,33174.85547,34659.05859,38501.14453,38814.42969,40297.85156,42044.60156,42550.57031,44016.23438,46216.86328,48908.5,50764.1875,54126.69141,56655.00781,60991.94141,61792.92188,65146.80469,68363.69531,67955.27344,71974.22656,78429.97656,84274.75,89731.84375,91243.76563,93967.24219
CUW,Curaçao,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4033.916016,4121.036133,4035.528076,4009.599609,3783.355957,3745.690918,3725.908691,3696.219727,3665.111816,3585.506104,3748.303223,3740.956543,3576.52832,3498.854004,3483.726074
CYM,Cayman Islands,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,288.535553,304.6242981,329.8046265,392.0899963,446.9983215,481.4347229,533.8832397,557.475647,635.4920654,734.1383667,806.6135864,871.1658936,952.4025879,1095.143921,1189.417114,1108.586792,1201.888184,1386.685791,1492.849121,1665.78833,2167.119385,2059.079102,1961.322021,2219.025879,2142.369873,2198.932861,2216.194092,2616.347412,3083.73877,3139.289551,3432.653564,3431.820313,3366.8396,3349.658447,3235.141846,3611.799316,4069.360596,4276.564941,4163.45752,3844.502686,3481.435303,3524.251221,3393.019287,3406.127441,3527.841797,3973.426025,3429.69873,4269.588379,3993.439453,4036.457031
CYP,Cyprus,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),1532.689453,1623.074463,1826.834106,2067.76709,2308.148193,2361.237793,2656.016113,2705.033936,2411.564209,2571.731445,2364.410645,2639.730469,3126.137695,3186.456543,2737.617676,3521.871094,3701.95459,4124.140137,4281.098145,4901.806152,5120.395996,5654.856445,5960.036621,5850.483398,4356.604004,3506.175293,4402.324219,5523.240723,6144.213379,6973.899902,7320.138672,7354.336914,8037.498535,8490.446289,9479.236328,9501.75293,9909.786133,10757.51563,11379.92676,12660.66211,13102.0918,13212.04199,13583.21875,13465.15137,14328.83301,15231.61816,15065.56836,15564.59766,15591.95898,16844.02734,19038.16797,19436.59766,18905.85938,18433.15039,18795.39648,20796.8125,21711.48242,23620.81836,25081.48633,26025.41016,26271.67773,25795.94336,26249.23047,23751.85156,22204.61133,23731.75977,26273.75,26715.97266,26989.07617,28377.01367
CZE,Czech Republic,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235156.5313,198303.6719,198276.0781,199971.4844,210738.25,217059.7656,224107.4531,218850.2344,213331.7188,213249.8906,220585.9063,231908.4688,229168.3906,239723.5469,247737.4219,264352.3125,276696.0313,301573.5,309209.5,306901,307694.625,313085.0938,311800.8438,309188.5625,323370.6875,344464.7188,356662.8125,378600.0938,391277.2813,401744.25
DEU,Germany,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),357997.5938,399758.125,439732.8438,478234.2188,517334.9375,586749,633719.6875,670471.4375,697558.5,756829.4375,814018.9375,840632.75,875999.125,897609.1875,964674.625,1014527.813,1046369,1041135.25,1104639.625,1190581.125,1253853.625,1296873.125,1360294.75,1427258.625,1439266.25,1445837.75,1521273.5,1574319.375,1624749.75,1689691.5,1697499.125,1656873.125,1630394.375,1631234.25,1639937.25,1652194.625,1766938.25,1832597.125,1932584.875,2024104.5,2161114.25,2307449,2365787.5,2386079.5,2485637.25,2559321,2586794,2702433.75,2839403.5,2957202,3026260,3077437.5,3073665.5,3118041.25,3207702.75,3328034.25,3453487,3630573.25,3636694.5,3466080.75,3612950.75,3764469.25,3734986,3743099.5,3853405.5,3920028,4066405.75,4236518.5,4256178,4274167.5
DJI,Djibouti,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,1099.712891,1176.108521,1227.279053,1280.02478,1217.802612,1384.111206,1449.876099,1264.088989,1325.510742,1316.185425,1365.886108,1383.3573,1495.343628,1515.522827,1498.16687,1450.60083,1459.376953,1495.429321,1518.526855,1450.038452,1366.389893,1357.087769,1609.505615,2072.832275,1452.01355,1766.373291,1517.230835,1666.917969,1680.175903,1795.420532,1805.575073,1813.408569,1778.254639,1948.705078,2034.723145,2171.882813,2648.682617,2803.362305,3125.952637,2653.443604,2294.739258,2971.544678,3214.453125,3288.054932,3489.520996,4308.783203,4317.707031,4091.946533,5806.934082,6095.722656
DMA,Dominica,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,285.9828491,311.8045959,336.1061707,358.6335144,324.0837097,342.1860352,359.1934509,358.7864075,402.8880615,340.4860229,364.4082031,417.5007629,442.1321106,457.5675659,470.7591858,450.4248657,492.780365,527.1152954,550.1708374,547.4402466,572.1815796,568.1489868,591.9550171,601.6487427,590.5733643,629.3421631,668.0241699,613.2131348,546.222168,552.2366943,610.6306763,494.0376892,482.3417969,503.7618103,502.2863159,527.8961792,553.7423706,611.7642822,686.8503418,623.7493896,692.6802979,655.0181885,694.1566162,685.4586792,720.3527222,709.6100464,771.3552856,722.8590698,709.7805786,753.6078491
DNK,Denmark,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),44725.94141,43644.69531,44865.28516,48077.10547,49612.13281,49299.67578,50228.28516,52652.375,54169.14844,58632.20313,60325.72656,64411.86719,68889.91406,70216.75,75939.59375,79500.39063,82163.625,87164.46875,92602.82031,98837.61719,100476.0156,103585.3281,108263.6016,111612.8359,107063.2734,105830.2188,111793.2578,114386.7188,117481.5234,120827.1641,119332.0234,114809.4531,117609.7344,119285.1563,121653.3359,125290.1563,134359.0469,136778.5,136916.75,138079.5625,139330.7188,141362.5469,145668.3594,144260.4844,152667.2969,156206.3906,160882,171863.6406,181803.125,190786.5313,202640.1406,202800.4375,204243.8594,206069.6875,217072.375,230740,243850.4219,249106.0313,255938.6563,250667.625,265459.0938,269973.9375,267052.375,261745.9531,261725.375,268966.2188,280381,296195.75,298317.6563,312004.0625
DOM,Dominican Republic,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,6103.237793,6379.554199,6430.05957,7057.45459,7123.13623,7633.774902,8129.949219,8040.541992,8993.84082,10366.44238,10163.88574,11371,11121.72949,11470.33887,10748.60254,11156.85547,11606.88574,11429.92969,12364.59277,14197.6416,15328.04492,18494.86523,20276.56055,19677.67578,20563.38086,23497.97656,23254.5957,23338.99414,24002.69141,22681.56836,25786.59375,26541.00977,28270.71484,31613.95703,32550.91211,34783.62891,38935.39063,41413.39844,38891.12891,36245.36719,37188.64063,42992.22656,47205.32031,49793.78906,50851.27734,52707.58594,58324.66797,65592.60156,70037.89844,70769.03906,78551.58594,79271.57813,73385.83594,76285.69531,86539.23438,97458.49219,107145.6797,109755,117282.5781,127442.9141,129847.0781,131445.4063,133847.1563,141572.9844,155510.75,168124.75,174065.5625,182309.9375,192885.8594
DZA,Algeria,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,119033.0938,100861.1953,52485.65234,62272.42578,65276.28906,69740.8125,63045.01953,70165.29688,79194.71094,85981.21875,99426.67188,96587.60938,109762.7422,120251.6641,154624.8906,166684.9844,168049.6719,185921.75,209207.3125,224949.5781,228370.75,251713.2031,263496.8438,276361.7813,285710.5313,301859.125,256789.5156,246500.7656,222903.3438,228089.8906,236369.625,225748.3281,236503.3906,221539.1875,221377.5313,229568,238994.5313,232655.625,243905.5313,256097.1719,287646.8125,288548.1563,306326.9688,335290,356246.1563,404565.2813,440115.0625,451933.8125,481884.5938,449177.7188,512948.9063,556660.4375,541910.25,522077.3125,520380.5938,492454.9688,474045.2813,472188,496909.7188,503848.3125
ECU,Ecuador,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),11352.92773,11805.72754,12976.14844,13772.60254,15276.82129,15767.97949,16215.33594,16723.74805,17070.60742,17971.44531,19135.00195,20001.58789,20736.73242,21216.26758,22896.32617,23649.55273,24468.08203,26415.07813,27799.4082,28598.86133,30846.29688,32936.98047,33294.91797,37145.00781,45392.22266,49809.5625,53255.67969,55015.13281,58151.81641,60799.50781,63807.08594,65791.95313,64939.14453,63041.73047,63196.16797,65315.21875,62675.04688,61827.42188,59330.49609,60161.40625,63377.17969,65362.42188,68152.72656,62633.72266,64188.70703,64472.51953,64347.20313,67877.8125,69626.82031,66060.65625,70227.375,75100.625,83044.35156,87781.57031,97765.46875,110988.6641,119248.9531,126026.6563,139591.4531,136766.4063,147647.4063,163851.7969,173431.5313,187078.625,191870.0313,183885.4531,181098.8125,191572.6719,195984.4375,194288.4531
EGY,Egypt,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),13537.25293,13968.68359,13544.67969,13643.21387,14158.6416,14621.56348,15073.09473,15658.50586,16137.13281,17565.48242,18414.10352,19572.0957,20811.57813,22533.13086,25480.23047,26453.80859,27517.60938,28640.3125,31774.54102,34313.62891,39605.83984,40696.06641,43400.15234,43460.58984,45065.47656,50259.65625,52021.71094,55069.08203,58616.16797,58803.97266,60951.06641,71317.96875,73001,84129.48438,93089.63281,96670.69531,100166.9453,102289.6719,101005.1875,112342.0469,130443.8438,152452.5625,169108.0469,196588.2813,225211.5938,269681.4688,326085.9688,334295.8125,338435.125,355102.1563,364625.9688,383772.375,396250.625,411482.7813,431321.25,461372.25,497283.75,574791.8125,691867.875,749497.9375,858849.8125,971614,1120482,1117041,1110123.5,1162537.25,1140696.75,1158246,1209516,1212398.375
ESP,Spain,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),109208.0547,128593.25,135437.3906,130734.3438,147424.1875,154753.8438,165414.375,172340.5,180164.6563,175170.5781,195453.5,219145.5938,241519.2188,263997.9688,277118.4375,293117.3438,315906.125,333149.125,357068.5625,390009.875,406009.7188,425191.2188,459406.0625,490597.3438,510034.7813,515115.9063,537583.3125,560765.5,577320.75,582282.375,602432.875,572464.25,557666.0625,546755.5625,536352.5625,532046.75,566629.625,607109.875,650334,693256.25,728701.6875,770102.1875,781968.6875,790362,823722.125,863382.875,889926.4375,962653.125,1034530.563,1082305.125,1152031.75,1187936.875,1232835.625,1249263.25,1294657.125,1414336.375,1550471.25,1652941.25,1666343.875,1627699.5,1610515.25,1596814.5,1584273.625,1554869.5,1553683.25,1663266,1737724.625,1815914.875,1850084.25,1889426.625
EST,Estonia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17422.94727,17697.05664,14033.2832,13317.83887,13059.90918,14179.39648,15032.25391,15544.77637,15879.76563,15839.46484,17468.90234,18314.2207,19691.49219,21003.54883,22090.31055,25693.77344,28654.49609,32105.66016,31490.09375,29005.58789,30269.9668,33328.65625,35087.02344,35567.80078,36252.89453,37122.71484,38738.74609,40876.81641,42765.48438,45079.35156
ETH,Ethiopia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),7835.280273,8880.632813,9171.652344,9841.553711,9908.066406,10103.99707,10524.72363,10410.19727,10497.29395,11126.65527,11652.93848,12238.73242,12820.90723,13127.78711,13904.48242,14935.4248,15521.2334,15858.17285,16669.06641,17687.56055,17643.32031,18387.33398,19233.57813,19613.9707,19973.82617,20583.79102,21350.86914,21701.39063,22089.38477,22577.22656,23963.2793,26831.20703,29529.78516,34493.5625,34869.65625,37146.91797,36668.34375,36438.05078,35986.69141,33500.84375,38419.00781,34861.1875,31428.32031,34620.10156,32422.37109,36659.91406,37432.47266,40820.70313,37643.57813,39073.1875,38465.48047,45021.88281,40099.58984,42960.66406,50928.56641,61247.48438,62096.81641,74284.8125,81370.79688,86478.28906,101705.4844,114626.9453,123944.25,133359.1875,163322.6406,177016.7344,203808.25,215542.125,247309.1094,304722.5625
FIN,Finland,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),25994.63477,29409.90625,30379.42383,30269.49805,33415.57422,35955.01953,36689.97266,37017.32031,37370.39063,40254.22266,43334.87891,47267.73438,48541.63281,49225.36719,50854.08984,54115.78906,56154.73438,58081.94531,61478.78906,67838.99219,73422.5625,75177.64844,80491.67188,85733.88281,87457.09375,85953.75,85635.125,85752.90625,89047.40625,95646.375,100164.125,101224.6719,103023.1875,104711.9766,107318.1094,108887.5625,114131.5,118766.0313,128082.0625,133278.8281,131802.7031,120566.75,118621.9688,117072.0547,124312.4688,137479.1875,135996.0625,150801.3906,166728.3906,175504.9844,186013.7031,187686.9844,187718.9688,190083.3906,199194.5938,208794.1875,216734.2344,234936.125,239388.9844,224015.8438,229752.1719,231741.3906,230128.5938,220233.7344,218635.2969,226713.9688,234375.6875,241547.7031,244253.2188,249282.9844
FJI,Fiji,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,1113.867432,1141.903442,1171.578979,1348.83728,1561.810059,1337.384033,1383.466431,1590.216675,1787.25354,1860.27478,2082.517578,2312.478271,2497.295654,2768.932373,2769.219971,2826.325439,2853.643555,3058.280762,3192.813965,3722.182617,3659.966553,3568.717041,3489.126221,3292.108643,3538.06665,3566.901855,3652.91626,3639.693115,3824.781494,4200.033691,4708.999023,4443.918945,4517.8125,4522.858887,4799.235352,4681.756836,4844.687988,4741.023438,4690.95459,5056.541992,5188.342773,5140.19043,5110.535645,4807.579102,4828.110352,4563.762207,5287.203613,5515.010254,5937.896484,6609.336426,7259.683594,7673.832031,8086.550293,9028.447266,10418.13281,11166.9043,11094.03809,11404.21289,12479.31641,12362.8252
FRA,France,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),317923.9063,336081.9375,347803,363269.625,382673.625,402249.25,422147.25,445595.7813,462416.2813,474598.25,508478.8125,532654,571775.25,608212.25,648111.1875,679365,718350.8125,756496.3125,790992.5,848504.6875,902698.4375,957984.1875,1009346.625,1077390.625,1123290.875,1125141.875,1177582.375,1224649,1279007.625,1327218.75,1347289.375,1318136,1324084.375,1305934.5,1288068.75,1275418.25,1339403,1373032.25,1443791.875,1500912.5,1535612.5,1553607.125,1572490.375,1563943.75,1599833.25,1626450.625,1654349.875,1766049.875,1887980.75,1981795.75,2105389,2168642.75,2186888,2127981,2172882,2339121.75,2415135.25,2524260,2518676.75,2474867.75,2563624.5,2626632.25,2657192,2632049.5,2633556,2716354.5,2763681,2869816.5,2901337.75,2950146.25
GAB,Gabon,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,1747.209961,1855.182983,1969.070557,2427.382813,2691.870361,2930.407471,2761.647217,2974.632813,3073.501953,3222.182129,3824.311035,4036.05835,3977.384521,4778.170898,6809.611328,7410.145996,8919.275391,8177.888672,9045.977539,9638.200195,10224.92285,9603.022461,9082.131836,10001.84668,10975.05664,10548.53809,7867.061523,7733.695313,7001.747559,9086.379883,10858.96973,9718.830078,11776.86523,10904.23926,9824.232422,10800.07324,12078.21094,10511.31934,9332.705078,11340.10938,13895.3252,12342.07227,13488.97949,15247.98926,18589.91016,25139.46289,23878.00195,24722.42188,29012.17773,18821.20703,21656.67578,30945.27344,27630.04688,28421.94141,28999.60938,29620.38672,29114.24609,30507.99609,32381.24805,33140.01563
GBR,United Kingdom,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),503021.4688,518355.1875,520745.3438,550404.8125,570292.625,588934.5625,599574.5625,609784.375,615616.125,634981.3125,657585.625,676164.9375,689227.5,716701.9375,758724.6875,778927.5,799774.0625,821557.0625,858731.875,875413.75,900147.4375,916806.875,946076.375,1008146.25,973146.1875,956727.25,1003536,1046106.188,1118682.75,1183203.375,1198470.375,1172273.5,1178597.875,1206987.125,1216730.625,1252302.5,1262714.5,1318378.875,1368324.875,1395969.375,1406169.375,1371916.5,1366830.25,1397271,1441263.875,1579336.5,1668736.625,1780884.375,1850465.25,1931921.375,2041666.625,2088243.25,2105030,2149069.5,2210853,2335020.25,2394114.5,2398740.75,2452381,2320973.5,2460576.25,2483983.5,2535151.75,2636543.75,2651424.5,2790772,2825248,2942276.25,2974426.5,2994405.75
GEO,Georgia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61024.73438,52131.88281,23275.67578,14133.80859,12347.04102,13085.32813,15150.08301,16555.75781,16084.71094,16126.16895,16082.10645,17066.8418,18320.78711,20372.94141,22179.50977,24713.875,28495.48242,32127.87109,33418.70313,34390.83594,35882.17969,38906.21484,41392.10547,43421.98438,46547.87891,50569.26172,53174.82813,57609.70703,60727.45703,68545.67188
GHA,Ghana,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,24298.97656,25019.5332,24462.87305,25981.83984,30176.65039,32567.03711,31299.75,31579.88672,34569.00391,37005.74219,36473.28125,36149.28516,33784.64063,34115.16406,36917.42578,40566.69531,42418.96094,35960.66406,40389.87891,46150.42969,41211.23047,37246.9375,42677.45703,42588.92188,39987.6875,40376.89063,37917.86328,32600.06641,32273.22656,35128.625,37710.16797,38482.32813,39224.70313,43075.73438,42927.07031,44482.90625,48857.41797,47578.22656,44853.13672,46753.26953,48653.36328,49126.30078,53993.71484,53707.86328,56535.76563,67176.00781,62549.85547,63182.29297,67050.22656,71857.51563,74251.52344,75887.88281,90672.01563,102035.5938,97100.39063,108217.3359,123395.2969,138445.5469,148620.9063,157424.2969,148891.2656,142604.7344,147958.7969,152216.0781,162525.8906
